"AssignmentName","DisplayName","Description","SubscriptionName","SubscriptionId","Scope","ScopeType","PolicyDefinitionId","PolicyDefinitionName","PolicyType","PolicyMode","PolicyCategory","EnforcementMode","Identity","Location","NotScopes","Parameters","Metadata","ResourceId"
"","","","","","","","","","","","","","","","","","",""
