"SubscriptionName","SubscriptionId","TenantId","State","SubscriptionPolicies","Tags"
"Co-Design for Validation","d6d5e82a-5ed2-4a30-abfa-c29c13270578","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"CoDesign - code - hsd","749e2697-aaf7-4039-ae0d-4bfe3e9e1e8f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"CoDesign-code-hsd-mai","3fbd2b20-e6dc-475d-8400-46fbe8213820","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Cognitive Computing Research","0d38e021-c5ae-43ac-881c-917195b32f95","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Commando","eddc53aa-7cf6-4c6f-9fb3-91e561dffdb0","46c98d88-e344-4ed4-8496-4ed7712e255d","Disabled","MSDNDevTest_2014-09-01","None"
"commissions","dd61169f-1162-487b-a86b-262e64828fe5","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Cooperstown 3","80d1abed-f41e-485e-bfb7-e90efb0b56cc","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"CoreValTools IGBN","983c2529-8ba2-48cb-a9b7-d382c64a87fa","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"corp-cda-m2","1826cc63-cedb-43fa-b279-c7a7c3b51a4b","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-cda-m3","74ae4519-22f7-435a-aba5-a07780595fb6","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-deo-dev1","ebc93020-47e7-4375-8970-d4f643514edf","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-deo-m2","7c347992-0241-4de0-a2c2-f2b0e0d26a23","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-deo-m3","ef2597f7-212a-49bb-b2ea-c37e883f8cf0","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-deo-m4","4178f11d-20bf-4f35-b263-85dcbdc71933","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-finance-dev1","de8f9107-fb7c-4a84-834a-bc88e4349ce7","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-finance-m2","d8462755-be10-46ee-912c-d3e68c8e048c","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-ltg-dev","c5775b6c-0b8c-40d2-b287-1e4577be13b2","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-ltg-m2","a740eb64-e03b-47ae-bfcd-27dfb5dea810","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-mdata-dev1","f8463fb6-e126-4e25-a6b9-0f2c551b9bf9","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-mdata-m2","56e5922c-28e5-4842-8d7e-2cb9127450c5","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-sc-dev","3e5da20c-aa74-4cd5-8170-4fae4ff719ad","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"corp-sc-dev1","2068c3a9-f614-417b-b293-7a6933bc4223","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Corporate Services Data Analytics","3640808e-8519-4346-8091-6a71742dce84","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Corporate Services Data lake","97902420-b9c3-4700-a626-857ada8b120e","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Corporate Services Data Lake PreProd","40b1c42c-9278-45cf-88a0-c2e2f2a39af0","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"covalidator","4e86f6aa-ee08-4cf6-82e0-357cdff5ad53","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"coveragelens-2025","1bf1e7bc-3abe-40ff-bde1-1453d9767179","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"CP - Central Data Store - PreProd","125ec4a5-fc66-4f38-8b0d-bb8fb9e3510a","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"CP - Master Data - Dev","dae2f239-82a2-4823-99ba-6218e0902289","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-buc-workforce-prod","65a1397c-b5b0-4f75-9044-034c26395574","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-cda-dev1","0ab7a005-66f7-4958-9544-595e045c4cb3","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-cda-m4","4bc9606f-4ab8-4c2c-8e63-15f2f56d58f8","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-cda-m7","9db22c64-21a9-4e10-a408-d2ab842dec3d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-cda-preprod-m1","93fce89b-91fd-468e-8fbf-f6f817630dc8","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-cda-prod","b5ddc7a4-70ae-4856-88ff-18f04e6be3e7","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-cda-qa","30a01336-ecd6-4888-903e-3258eb4968c5","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-csdatalake-preprod","7b7bcfdb-d1f8-451b-8c6f-818b0ea6a4d5","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-csdatalake-prod","45dc0e8e-38b8-4489-a78c-8801a476bfc5","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-csdatalake-qa","b22407dd-9bee-449f-b1b5-8733960b1f77","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-deo-m1","c7f29fff-f2ff-4a99-a928-6ca0b5f0edd9","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-deo-m7","649f298a-013a-4f52-a1b1-c7eb7fe84059","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"CP-DEO-PREPROD","cd0628c2-91be-4f02-b3fa-5884dbeb204f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-deo-prod","4fd27221-01c3-49c1-bf57-562afa617ca3","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-deo-qa","959dffe8-094b-4ae9-afcd-022a71bdc575","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-ent-data-gov-dq-dev","b7b55fa6-0650-4cbc-bccb-bd66feaaabea","46c98d88-e344-4ed4-8496-4ed7712e255d","Disabled","MSDNDevTest_2014-09-01","None"
"cp-ent-data-gov-dq-prd","9b1323d0-5b5e-4ca4-915b-e3431ab2d61f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-ent-data-gov-dq-qa","9f3a5236-ec07-452f-a44f-0aaa5f9178e7","46c98d88-e344-4ed4-8496-4ed7712e255d","Disabled","MSDNDevTest_2014-09-01","None"
"cp-finance-biz-prod","4994cdb7-d5dd-4986-b784-b28c01f86ce1","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-finance-m1","44ed7020-9317-42fa-8d84-d2dd76102c0d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-finance-m4","b3125acd-ba52-4716-903f-1423d93ec9c5","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-finance-m7","a15abcfa-ff84-4edc-a504-0708fe5b3f2c","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-finance-qa","6655c131-9043-457f-8248-f3ae76112dd0","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-gsco-m7","5fd6b2a3-e0df-4b4d-9b2f-b7312a5d43bb","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-gscoda-buc-m4","1dac50b5-4e72-4d73-8e98-aecbafe10d86","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-gscoda-buc-preprod","64d4ec77-fac8-46ad-b274-1623f60df127","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-gscoda-buc-prod","ed985f35-032b-46f3-8690-af6c329ad185","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-ltg-dev1","1e0ca34e-0761-4694-b0e4-c7c6db20df80","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-ltg-m2","e4faad68-124f-4a6f-b305-44e106e0fa6e","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-ltg-m4","7cfabcd9-05c1-49fd-a0c5-f873644efe31","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-ltg-m7","17e9438b-2a9c-4480-bb80-4f0615ee6d30","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-ltg-qa","95497c14-5fcf-4803-8ee6-861be4aa4dbd","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-m2r-dev","cec09393-bb41-4efb-8675-0b58d9b6072c","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-m2r-dev1","2bf8b9d3-6e1b-483f-835c-1bfbf1812e8a","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-m2r-m4","cb309a90-1bee-46eb-8739-9e500bd4a35d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-m2r-m7","7a3372b8-7be2-448d-849a-16e4eef4c99e","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-m2r-prod","ad006c0b-dd7c-4bc0-8022-1140dd28b2bb","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-m2r-qa","6c5c0336-962e-4403-bd7d-b79f9ea66e9f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-mdata-qa","0a931deb-50a5-40b3-8090-c04223702669","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-sc-m4","8d577978-79b6-4b35-a99e-2f54818ad43b","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-sc-m7","9319b65f-1c96-41ab-b81c-a253794c294b","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-schain-prod","6ecfcdcd-70ca-4915-98a2-570878487ee0","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-schain-qa","d1240b78-9475-4ad0-8430-9fd415df531a","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-workforce-dev","b2fa47a7-4c25-4947-9905-aa38badcc39f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cp-workforce-prod","6101bdae-0944-4702-9dd3-0401fd4270a2","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cp-workforce-qa","f5d5066b-9e85-447c-99d9-9e53412e72de","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"CPDP CEE EIDE SOLVE Team","5e5bb253-5e28-4f96-94a5-44f357e60e54","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"CPS System Design Studio","5c641087-dba0-4e1b-9745-853d8d2bf28e","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cps-agentic-hw-design","7e1d2ee3-d0f8-4414-bd8a-73cbaceeb9ab","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cqsi_cqncloud","ac695c2e-7269-4364-8263-5a11aee513ec","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Crypto Key Management Production AZURE","1379ad65-437f-436a-904b-4083f072fb60","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"csai_azr_test_discrete","293058ff-589e-4343-89f9-f9c6a8f6eccd","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"csai-azr-prod-int","54cb56ca-6d4e-4a7c-8c00-ee958c23b0d7","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"csai-azr-test-ex-hyb","a2b919ee-434b-4e46-a547-96a185691b98","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"csai-azr-test-in-hyb","64b46641-0281-4c59-aed1-8670719c7216","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"csai-cloud-prod-azr","d1021620-9683-490c-892b-452481d73361","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"csai-cloud-sw-xdr-prod","316b4d95-320a-41b8-b1a7-fc5342f83f72","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"CSE Azure Cloud","1fca6720-1507-4ce3-aa2f-4c7fd0a60fa8","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"cspbenchazure","1ff0673d-de00-4a5b-8f42-c96e7f6dee2f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cst-ai-code-review","14bb8ecf-758e-4bd5-8f5a-0975f2621c67","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Cumulus","af5393f5-cdae-434c-9add-1cf5c6f1e2ff","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Customer Technical Training Azure Hosting","f9f1a3db-45b1-4aa0-9ab0-84d1939e0f9d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"cvm-tdx","1f5f3cdf-e20d-4083-bb4a-d1e5c03e7b17","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"DAAL","137c88f6-1370-4d0f-9329-bf519dc258b6","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"DARC","621472a7-e85f-4075-9f8f-eaa217f34b31","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"darc-iao-18973","12891ff9-3f2b-46a4-ba0a-f1ab44ec4303","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"DataProtection_DownloadSite","74c2eeb3-f167-4049-8c5d-f9dc56753871","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"dbaas_poc","eacb4a11-588c-40ea-9ec4-adb6477ce1b2","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"dcai-az-ext","ff9e4d87-292a-4ecd-9c4e-d2d200089404","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"dcai-services-framework-validation-azure","f42a3eb5-2f68-44a9-bb2e-ce749812509d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"dcai-sol","88966b28-8b4f-4e7d-83a0-c2741d813c6c","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"DCCompMarketing","69f6a57f-5692-40f0-ad43-319f420d4307","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"DCG XMR Azure","b0052d6b-4d3a-4110-aba5-5269e54bde25","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"ddg-agentic","10c7f324-a321-4cc0-a73f-5cb1414a450d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"deapclouddev","e82a3f72-b1dd-43a5-a2b2-78e51274d5b3","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"deapcloudprod","ded0225a-400f-4b20-b37b-8491f7f95850","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"DEG_IMSG_AI_Initiative","4cc76f06-1196-4189-9f73-285d56faa2ba","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"DEG_IMSG_AI_Initiative_PROD","9d646b0e-e42e-4428-a986-f9c3a6a55036","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"demand-planning-cloud","c1b0f3db-52fc-45ea-a8cb-957ad7eb3857","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"DEO Sandbox","25caab65-0fea-46ee-aa08-af14b24b23c2","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"deo-dev1","348b8934-cd8b-4e5b-935a-2c2304d44bc3","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"deo-m4","84b0ac05-1ec7-401c-9dac-93c7bcf4726c","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"deo-m7","f69ca85b-4c19-4550-8df3-c6ce64964008","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Design and Quality Data Hub Prod","9c422518-49e0-49ba-a2cd-24287e25878f","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"design-agents","4013fdf5-2633-4b6c-bedb-e6131c1043b9","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Dev Hosting AI Sandbox","7b24a829-0c98-49eb-b66e-7945716fb674","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Development - IPDS","5bc7e70f-ff14-44ad-af21-d81e0e06ae15","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"DFD_SSE_GAI_GUOMN","27e3781e-6212-4a0a-bc75-f7b374f45d76","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"dfx-agents","938aa694-84e3-4771-8c01-220bb6deaa91","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"dfxai","50148149-4884-45f0-8f1d-a75ebe250941","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Digital Platforms Solutions","644e70d7-f3b7-4020-92be-33695ab0b081","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"discovery-platform","b0ad3799-d547-4846-8f79-fb80690a855d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"docpub-azure","94380267-a880-448d-8c63-1601db23b4d2","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Document Locator","e2be568f-b2f5-4a68-8cc6-f2873ae5ff13","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Document Locator SB","138e013c-8ad1-4cfd-bc11-47711028ff10","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"Dynatrace_Azure","a6dc1b8d-51f6-4916-af7e-be8774a03f31","46c98d88-e344-4ed4-8496-4ed7712e255d","Disabled","EnterpriseAgreement_2014-09-01","None"
"EAD-EDQ-CDM-PREPROD","a7de2156-861d-4bf6-a4c3-ef58bec1455d","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"EAD-EDQ-CDM-PREPROD-DISCRETE","ff0e755f-2927-410b-8631-b87ddc9e3e20","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"EAD-EDQ-CDM-PROD","2dd0a547-74d7-48a7-bb0c-f011554241ac","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"EAD-EDQ-CDM-PROD-DISCRETE","3d7994f0-25a7-48a3-bb6d-6824802e1bb9","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"EAD-EDQ-CDM-SANDBOX-DISCRETE","a6f60ef9-1c2d-4f58-bc52-f4159aa24b17","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"EAD-EDQ-IPOS-NONPROD","09fea1bb-a55c-4e65-bb28-cdef9d4f3930","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"EAIG AI POC","f25839cf-3850-4b1d-a441-c97620baf34a","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"ece-ai","dd5b1625-6046-46a2-ae1b-836ab8e050db","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"ece-pae-llm","8a6f09fe-e52d-4ff3-8fed-f2483a88d5b2","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"ECND SW Engineering","fd784601-0140-45b0-b5b2-caaf06d64769","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Eco-Spot Subscription","005a88ad-55e1-47a8-b549-85f02c37efeb","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
"ECVD Azure Media Benchmark","35c442fb-63ca-4b3f-aff0-f1c7498e9b72","46c98d88-e344-4ed4-8496-4ed7712e255d","Disabled","EnterpriseAgreement_2014-09-01","None"
"edge-insights","6fa6971a-9aa8-4fd9-a2a5-39ffd9f990a3","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","MSDNDevTest_2014-09-01","None"
"Edgecsp","8bcf6251-4681-4553-9c61-099257a9d359","46c98d88-e344-4ed4-8496-4ed7712e255d","Disabled","EnterpriseAgreement_2014-09-01","None"
"ediagnostics","cf97744f-10d5-4346-bd68-59496f8af7f0","46c98d88-e344-4ed4-8496-4ed7712e255d","Disabled","MSDNDevTest_2014-09-01","None"
"ediscosearch","087cc02c-42fc-4d0d-b5f2-bae8fea32982","46c98d88-e344-4ed4-8496-4ed7712e255d","Enabled","EnterpriseAgreement_2014-09-01","None"
