"KeyVaultName","SubscriptionName","SubscriptionId","ResourceGroupName","Location","ResourceId","VaultUri","Sku","TenantId","EnabledForDeployment","EnabledForDiskEncryption","EnabledForTemplateDeployment","EnableSoftDelete","SoftDeleteRetentionInDays","EnablePurgeProtection","EnableRbacAuthorization","PublicNetworkAccess","PrivateEndpointConnections","Tags","DiagnosticSettings"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m4","f62c5045-19ec-4f6b-880c-8d0083a2288a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DARC","621472a7-e85f-4075-9f8f-eaa217f34b31",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DARC","621472a7-e85f-4075-9f8f-eaa217f34b31",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DARC","621472a7-e85f-4075-9f8f-eaa217f34b31",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEG_IMSG_AI_Initiative","4cc76f06-1196-4189-9f73-285d56faa2ba",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Document Locator","e2be568f-b2f5-4a68-8cc6-f2873ae5ff13",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Document Locator SB","138e013c-8ad1-4cfd-bc11-47711028ff10",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Dynatrace_Azure","a6dc1b8d-51f6-4916-af7e-be8774a03f31",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-m7","f69ca85b-4c19-4550-8df3-c6ce64964008",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-m7","f69ca85b-4c19-4550-8df3-c6ce64964008",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-m7","f69ca85b-4c19-4550-8df3-c6ce64964008",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-dev1","348b8934-cd8b-4e5b-935a-2c2304d44bc3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-dev1","348b8934-cd8b-4e5b-935a-2c2304d44bc3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-dev1","348b8934-cd8b-4e5b-935a-2c2304d44bc3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-dev1","348b8934-cd8b-4e5b-935a-2c2304d44bc3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-dev1","348b8934-cd8b-4e5b-935a-2c2304d44bc3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-SANDBOX-DISCRETE","a6f60ef9-1c2d-4f58-bc52-f4159aa24b17",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-SANDBOX-DISCRETE","a6f60ef9-1c2d-4f58-bc52-f4159aa24b17",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-m4","84b0ac05-1ec7-401c-9dac-93c7bcf4726c",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-m4","84b0ac05-1ec7-401c-9dac-93c7bcf4726c",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deo-m4","84b0ac05-1ec7-401c-9dac-93c7bcf4726c",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Deep Learning Azure","2bb1a6db-990b-444f-aa27-8cf58cfde28f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"edge-insights","6fa6971a-9aa8-4fd9-a2a5-39ffd9f990a3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"edge-insights","6fa6971a-9aa8-4fd9-a2a5-39ffd9f990a3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PREPROD","a7de2156-861d-4bf6-a4c3-ef58bec1455d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PREPROD","a7de2156-861d-4bf6-a4c3-ef58bec1455d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PREPROD-DISCRETE","ff0e755f-2927-410b-8631-b87ddc9e3e20",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PREPROD-DISCRETE","ff0e755f-2927-410b-8631-b87ddc9e3e20",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PROD-DISCRETE","3d7994f0-25a7-48a3-bb6d-6824802e1bb9",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PROD-DISCRETE","3d7994f0-25a7-48a3-bb6d-6824802e1bb9",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PROD","2dd0a547-74d7-48a7-bb0c-f011554241ac",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PROD","2dd0a547-74d7-48a7-bb0c-f011554241ac",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Sandbox","25caab65-0fea-46ee-aa08-af14b24b23c2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Sandbox","25caab65-0fea-46ee-aa08-af14b24b23c2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Sandbox","25caab65-0fea-46ee-aa08-af14b24b23c2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Sandbox","25caab65-0fea-46ee-aa08-af14b24b23c2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Sandbox","25caab65-0fea-46ee-aa08-af14b24b23c2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance App Engg - Pre Prod","81f04040-e4c9-4216-b5ac-3c27701cdba6",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance and Quality","0113e9c1-1372-4ada-be23-5f606cf6127c",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Edgecsp","8bcf6251-4681-4553-9c61-099257a9d359",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Edgecsp","8bcf6251-4681-4553-9c61-099257a9d359",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EPG_SIE_CIM","d19acc8d-8fd2-4466-868a-434561cd18ba",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Platforms-Data Platform","178b5fd2-ddba-4760-94e0-200521b10a6d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"ethernet_fnic_ipu_azure_devops","658e4382-b24c-480c-8b37-09ac915ad7a9",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"enterprise-search","0f57ac63-95cb-449c-80d1-dc5133302170",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EPG System Revenue","297811ff-da8b-4258-ac4d-a18d08b24bd8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Europe iBEMS account","f2a3d36d-d733-4a0a-aa80-1448d2215245",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EUC Engineering Training","dcbb93f2-eb20-449f-a1f8-16b8047112f6",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise_Hosting_ECO_Spot","d1e51828-7018-49a7-a4c4-d11cc48794fc",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise_Hosting_ECO_Spot","d1e51828-7018-49a7-a4c4-d11cc48794fc",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise_Hosting_ECO_Spot","d1e51828-7018-49a7-a4c4-d11cc48794fc",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Hosting Sandbox","4b33378b-55e4-4a16-a5e2-3b5d07f025f1",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Hosting Sandbox","4b33378b-55e4-4a16-a5e2-3b5d07f025f1",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Hosting Sandbox","4b33378b-55e4-4a16-a5e2-3b5d07f025f1",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance App Engg - Prod","b5219297-a687-4c27-a12b-6d1822fb526e",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance App Engg - Prod","b5219297-a687-4c27-a12b-6d1822fb526e",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance App Engg - Prod","b5219297-a687-4c27-a12b-6d1822fb526e",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fnic_fw_ai_platform","cec10487-f50d-4055-b174-2bab0d635418",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fnic_fw_ai_platform","cec10487-f50d-4055-b174-2bab0d635418",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Prod","3c45a59f-7641-44f1-951b-1aed8ad7132d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"deloitte-genai-data","34619659-503b-458d-9bda-11ea649adfd4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Granulate Azure Production","093b52df-d4b2-4da0-bd46-d553eafa7f65",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Granulate Azure Production","093b52df-d4b2-4da0-bd46-d553eafa7f65",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"GSC_TestDev_Azure","98fa9661-17be-4480-b5ea-d8a81b872ff6",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"GSC SCES BIZ PROD","cd5cc78b-cca1-4102-9036-3f1a5dc7b8b6",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"GSC SCES BIZ PROD","cd5cc78b-cca1-4102-9036-3f1a5dc7b8b6",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Granulate Azure Staging","d228200d-9c03-4b96-ae3e-6565c181e377",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Granulate Azure Staging","d228200d-9c03-4b96-ae3e-6565c181e377",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"fin-dev1","808b8913-ec2e-4c92-99ad-a8da505eb414",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
