"SubscriptionId","SubscriptionName","TenantId","State","Environment","SubscriptionPolicies","Tags","Notes"
"ab1336c7-687d-4107-b0f6-9649a0458adb","MSDN Platforms Subscription","21bd262e-3255-411e-8345-51102d9d9e9e","Enabled","","MSDN_2014-09-01","None",""
